timestamp,open,high,low,close,volume
2023-11-29,62.52000045776367,63.40999984741211,61.689998626708984,62.209999084472656,3642400
2023-11-30,62.58000183105469,63.5,60.90999984741211,61.5,4833300
2023-12-01,61.5099983215332,64.43000030517578,60.90999984741211,63.900001525878906,5446200
2023-12-04,63.900001525878906,63.900001525878906,60.79999923706055,61.93000030517578,5012200
2023-12-05,61.72999954223633,64.3489990234375,60.369998931884766,63.59000015258789,6666900
2023-12-06,64.3499984741211,64.69000244140625,60.88999938964844,61.060001373291016,5434400
2023-12-07,61.52000045776367,62.970001220703125,61.20000076293945,62.439998626708984,3139100
2023-12-08,62.439998626708984,67.44000244140625,62.23500061035156,67.2300033569336,18815900
2023-12-11,67.26000213623047,67.26000213623047,64.29000091552734,64.88999938964844,7625500
2023-12-12,65.0,66.25,63.279998779296875,64.70999908447266,5711700
2023-12-13,65.41000366210938,66.5,62.75,65.61000061035156,7024000
2023-12-14,66.5199966430664,71.79000091552734,66.37000274658203,70.73500061035156,11835000
2023-12-15,70.5,71.88999938964844,69.29000091552734,71.02999877929688,7058400
2023-12-18,69.95999908447266,70.09200286865234,68.0199966430664,68.87000274658203,4744800
2023-12-19,69.2300033569336,70.55000305175781,68.80999755859375,69.43000030517578,3899300
2023-12-20,69.5,72.98999786376953,68.37999725341797,68.4000015258789,8177600
2023-12-21,70.0,71.94999694824219,69.30000305175781,71.19999694824219,5407600
2023-12-22,72.0,73.43900299072266,71.4800033569336,72.29000091552734,5763900
2023-12-26,73.2699966430664,74.0,71.76000213623047,73.41000366210938,4046600
2023-12-27,74.5,74.76000213623047,73.41000366210938,74.25,3802000
2023-12-28,74.79000091552734,78.3499984741211,74.5,77.47000122070312,9176900
2023-12-29,78.36000061035156,78.66000366210938,74.5999984741211,75.1449966430664,11178300
2024-01-02,73.5,73.5199966430664,68.24299621582031,68.91999816894531,9771000
2024-01-03,67.06999969482422,68.5,65.11000061035156,67.91000366210938,7858200
2024-01-04,68.98999786376953,69.5999984741211,67.13999938964844,68.38999938964844,5757600
2024-01-05,69.12000274658203,70.38999938964844,66.5199966430664,67.05000305175781,7356600
2024-01-08,67.76000213623047,73.18499755859375,67.5199966430664,72.83999633789062,9303500
2024-01-09,72.80000305175781,72.9800033569336,70.91000366210938,71.87999725341797,5982000
2024-01-10,73.0,74.37999725341797,69.86000061035156,70.7699966430664,7450600
2024-01-11,71.66999816894531,71.87200164794922,68.19000244140625,69.7699966430664,6396100
2024-01-12,70.8499984741211,70.91000366210938,69.01000213623047,70.0,4026000
2024-01-16,70.0,70.0,67.55000305175781,68.4800033569336,7090300
2024-01-17,68.0,69.95999908447266,66.66000366210938,69.86000061035156,7209100
2024-01-18,72.0,74.80000305175781,71.41000366210938,74.2300033569336,11287500
2024-01-19,75.06999969482422,78.96700286865234,74.43000030517578,78.58000183105469,9956500
2024-01-22,78.58000183105469,79.94000244140625,76.5,77.11000061035156,7697400
2024-01-23,77.0,77.58999633789062,75.45999908447266,76.3499984741211,4052500
2024-01-24,77.19999694824219,77.66999816894531,74.80000305175781,75.73999786376953,6972200
2024-01-25,76.48999786376953,79.6500015258789,73.26000213623047,73.91000366210938,8817100
2024-01-26,73.13999938964844,73.88999938964844,70.80000305175781,71.16999816894531,7077100
2024-01-29,72.0,72.94999694824219,71.19999694824219,72.93000030517578,4318100
2024-01-30,73.49800109863281,74.1500015258789,70.8499984741211,71.97000122070312,4056600
2024-01-31,70.66000366210938,72.54000091552734,69.62000274658203,70.66999816894531,5087300
2024-02-01,71.87000274658203,72.55000305175781,69.31999969482422,70.5199966430664,3476100
2024-02-02,71.0999984741211,71.94999694824219,70.0,71.0,4298900
2024-02-05,71.98999786376953,74.27999877929688,71.5999984741211,73.2699966430664,7258100
2024-02-06,75.0,75.44999694824219,71.80000305175781,72.9800033569336,6899500
2024-02-07,73.06999969482422,77.70999908447266,72.25,77.01000213623047,22802800
2024-02-08,94.41000366210938,126.58499908447266,94.0,113.88999938964844,106505700
2024-02-09,105.98999786376953,117.81999969482422,102.08999633789062,115.20999908447266,48096500
2024-02-12,120.16000366210938,164.0,118.69000244140625,148.97000122070312,111349700
2024-02-13,128.1199951171875,137.5,117.0,119.9800033569336,68563900
2024-02-14,133.80999755859375,134.83999633789062,121.0199966430664,126.4000015258789,42519600
2024-02-15,131.0,135.0,123.51000213623047,133.67999267578125,34996600
2024-02-16,129.5,135.97999572753906,123.05000305175781,128.33999633789062,26122300
2024-02-20,123.77999877929688,123.80000305175781,115.48999786376953,121.7699966430664,21117300
2024-02-21,117.76000213623047,125.5,116.80999755859375,123.38999938964844,22082700
2024-02-22,132.8699951171875,138.5,128.50999450683594,128.52999877929688,29492400
2024-02-23,129.09500122070312,136.0,128.86000061035156,133.33999633789062,20317000
2024-02-26,139.0,149.9199981689453,138.1750030517578,146.1999969482422,26547900
2024-02-27,144.90499877929688,147.3300018310547,137.0,137.9499969482422,17481300
2024-02-28,136.14999389648438,136.2899932861328,131.30999755859375,133.86000061035156,9682600
2024-02-29,136.27999877929688,141.22000122070312,135.4499969482422,141.0399932861328,10300000
2024-03-01,141.47999572753906,144.97999572753906,139.0399932861328,141.6199951171875,9856900
2024-03-04,145.38999938964844,148.47999572753906,137.75,138.00999450683594,14295000
2024-03-05,135.5,136.3699951171875,130.0,134.07000732421875,9116000
2024-03-06,138.08999633789062,139.33700561523438,133.26300048828125,136.99000549316406,9063300
2024-03-07,140.0,146.5399932861328,138.80999755859375,140.85000610351562,14306200
2024-03-08,139.69000244140625,142.89999389648438,131.1999969482422,131.47999572753906,14132500
2024-03-11,126.5999984741211,130.74200439453125,124.12000274658203,126.73999786376953,10174800
2024-03-12,125.0,129.99000549316406,121.37999725341797,129.5,18220600
2024-03-13,129.0,132.6999969482422,125.80000305175781,131.27000427246094,9097600
2024-03-14,130.1300048828125,136.2899932861328,127.58999633789062,130.9600067138672,10070900
2024-03-15,128.7100067138672,134.1999969482422,126.12000274658203,126.97000122070312,8880500
2024-03-18,128.1699981689453,132.8000030517578,127.7300033569336,129.75,6216300
2024-03-19,125.5,127.0999984741211,121.5199966430664,124.58999633789062,8135400
2024-03-20,126.52999877929688,131.97999572753906,125.2300033569336,131.3300018310547,6861500
2024-03-21,134.6999969482422,137.0,132.01400756835938,133.60000610351562,7568800
2024-03-22,133.80999755859375,136.10000610351562,132.5,134.14999389648438,6999600
2024-03-25,137.15499877929688,143.75,137.14999389648438,138.30999755859375,12928900
2024-03-26,141.10000610351562,145.0,126.91000366210938,127.95999908447266,21244500
2024-03-27,130.0,130.86000061035156,122.83000183105469,125.62000274658203,11317900
2024-03-28,125.68000030517578,128.32000732421875,124.16000366210938,124.98999786376953,7385800
2024-04-01,126.36000061035156,128.72999572753906,124.64099884033203,126.91000366210938,5011900
2024-04-02,125.19999694824219,125.62999725341797,121.12000274658203,124.27999877929688,5042800
2024-04-03,123.0,125.9800033569336,122.62000274658203,125.30999755859375,3876000
2024-04-04,126.5,127.9800033569336,121.81999969482422,122.01000213623047,5477300
2024-04-05,122.5999984741211,125.72000122070312,120.0199966430664,124.81999969482422,4537600
2024-04-08,124.81999969482422,130.5,123.38999938964844,129.25,6943900
2024-04-09,133.50999450683594,135.41000366210938,124.5,126.80999755859375,12997200
2024-04-10,124.98999786376953,127.5999984741211,123.8949966430664,125.18000030517578,4974500
2024-04-11,126.0,131.1999969482422,125.51000213623047,131.1300048828125,6139100
2024-04-12,128.99000549316406,130.33900451660156,125.37000274658203,126.33000183105469,4950900
2024-04-15,126.19999694824219,126.87000274658203,120.94999694824219,122.31999969482422,5003300
2024-04-16,122.0,124.23999786376953,120.91000366210938,122.22000122070312,4071500
2024-04-17,121.87000274658203,122.68199920654297,107.01000213623047,107.55999755859375,19639200
2024-04-18,106.31999969482422,107.2959976196289,102.58000183105469,104.91999816894531,11961200
2024-04-19,100.0,103.01000213623047,85.61000061035156,87.19000244140625,29439000
2024-04-22,89.94000244140625,94.31500244140625,89.05999755859375,93.11000061035156,15199500
2024-04-23,97.31999969482422,98.37000274658203,95.05000305175781,96.04000091552734,11212400
2024-04-24,102.0,103.75,97.23999786376953,99.87999725341797,11697800
2024-04-25,96.05000305175781,99.66999816894531,95.5,97.93000030517578,6140800
2024-04-26,101.4000015258789,102.30000305175781,98.22000122070312,101.94999694824219,5651700
2024-04-29,102.19999694824219,103.4000015258789,99.05000305175781,103.23999786376953,4009200
2024-04-30,103.0199966430664,105.19400024414062,100.8499984741211,101.20999908447266,3783700
2024-05-01,99.9800033569336,100.5999984741211,95.23999786376953,95.29000091552734,6090500
2024-05-02,98.98999786376953,100.30000305175781,96.12999725341797,98.0,4117400
2024-05-03,101.62000274658203,104.36000061035156,100.4489974975586,101.69999694824219,5780200
2024-05-06,103.81999969482422,107.91999816894531,103.59500122070312,106.9800033569336,7489200
2024-05-07,109.30000305175781,109.69000244140625,106.54000091552734,107.80000305175781,8187300
2024-05-08,107.80000305175781,109.94000244140625,104.6500015258789,106.06999969482422,15211300
2024-05-09,99.2699966430664,106.9000015258789,97.76000213623047,103.58999633789062,29441200
2024-05-10,106.19999694824219,110.37200164794922,106.19999694824219,108.83999633789062,15281000
2024-05-13,114.0,117.58000183105469,110.86000061035156,117.2300033569336,16402500
2024-05-14,115.81999969482422,117.41000366210938,114.3499984741211,116.6500015258789,8046100
2024-05-15,118.4000015258789,118.5,112.51599884033203,113.66999816894531,9544300
2024-05-16,115.69000244140625,116.875,113.88999938964844,114.2699966430664,6446300
2024-05-17,115.5999984741211,115.68000030517578,109.61000061035156,110.3499984741211,7523300
2024-05-20,111.0,111.33000183105469,108.69000244140625,110.45999908447266,5260800
2024-05-21,110.0,115.77899932861328,109.5,114.7699966430664,10468800
2024-05-22,115.01000213623047,117.36100006103516,111.6500015258789,112.43000030517578,8406900
2024-05-23,117.0,117.33000183105469,110.37999725341797,112.52999877929688,8450600
2024-05-24,112.7699966430664,115.55999755859375,111.5999984741211,114.63999938964844,4736000
2024-05-28,115.45500183105469,125.9800033569336,115.31999969482422,124.94000244140625,16202700
2024-05-29,123.69999694824219,123.69999694824219,119.05000305175781,120.6500015258789,8166800
2024-05-30,121.80000305175781,123.5,117.7699966430664,120.7300033569336,6763400
2024-05-31,119.91999816894531,123.87999725341797,116.01000213623047,120.5199966430664,9110400
2024-06-03,125.0,129.85000610351562,122.54000091552734,127.12000274658203,11447900
2024-06-04,126.875,127.66999816894531,122.88999938964844,125.86000061035156,6879800
2024-06-05,126.83000183105469,136.85000610351562,126.72000122070312,136.6699981689453,12612300
2024-06-06,134.7899932861328,138.41000366210938,132.41000366210938,137.125,8874500
2024-06-07,136.92999267578125,140.97000122070312,135.30999755859375,136.57000732421875,6610100
2024-06-10,134.78500366210938,142.08999633789062,132.5,139.91000366210938,8872700
2024-06-11,139.0800018310547,147.5,139.0,143.9199981689453,11434800
2024-06-12,146.0,158.7100067138672,145.1999969482422,155.58999633789062,17284300
2024-06-13,157.3350067138672,161.49000549316406,150.6699981689453,158.0500030517578,15371900
2024-06-14,159.89999389648438,167.69000244140625,153.5,157.88999938964844,22260000
2024-06-17,160.1699981689453,162.6999969482422,153.6199951171875,160.2899932861328,12826900
2024-06-18,160.02999877929688,177.30999755859375,159.32000732421875,174.1300048828125,22339100
2024-06-20,173.1300048828125,173.85000610351562,156.0,160.77000427246094,22162300
2024-06-21,156.56199645996094,162.1999969482422,151.3730010986328,160.3000030517578,21727700
2024-06-24,156.8699951171875,157.77000427246094,150.60000610351562,151.07000732421875,9260900
2024-06-25,151.57000732421875,161.9499969482422,149.5,160.61000061035156,9813900
2024-06-26,161.6300048828125,166.8000030517578,159.50999450683594,164.72000122070312,11598300
2024-06-27,162.55599975585938,168.82000732421875,160.7899932861328,166.93499755859375,8980300
2024-06-28,167.25,170.8800048828125,162.3300018310547,163.6199951171875,7095900
2024-07-01,163.42999267578125,163.85000610351562,152.5500030517578,158.8300018310547,8387500
2024-07-02,156.85000610351562,163.6199951171875,155.27000427246094,163.4600067138672,5753500
2024-07-03,162.4199981689453,170.66000366210938,159.30999755859375,168.24000549316406,6649300
2024-07-05,172.0,182.64999389648438,169.60000610351562,181.19000244140625,14231300
2024-07-08,181.0399932861328,186.3800048828125,179.51499938964844,184.6999969482422,9516800
2024-07-09,186.10000610351562,188.75,179.11000061035156,182.27999877929688,9236900
2024-07-10,183.38999938964844,187.47000122070312,178.5,186.4600067138672,6986400
2024-07-11,186.83999633789062,187.27999877929688,173.02999877929688,173.19000244140625,10662200
2024-07-12,174.07000732421875,183.0500030517578,173.5,181.17999267578125,8999700
2024-07-15,182.11000061035156,183.74000549316406,176.86000061035156,177.52999877929688,5469500
2024-07-16,180.0,180.9499969482422,172.5399932861328,178.77000427246094,5767500
2024-07-17,169.97999572753906,172.36000061035156,161.52999877929688,161.6999969482422,12350600
2024-07-18,165.85000610351562,166.66000366210938,152.22000122070312,158.3300018310547,10996300
2024-07-19,162.85000610351562,165.0500030517578,160.6300048828125,163.39999389648438,7106800
2024-07-22,165.47000122070312,168.7899932861328,162.67999267578125,163.5500030517578,6179100
2024-07-23,163.24000549316406,173.22999572753906,161.8699951171875,171.6999969482422,8036800
2024-07-24,167.14999389648438,167.14999389648438,157.17999267578125,157.67999267578125,9321100
2024-07-25,151.67999267578125,155.6300048828125,140.0,149.13999938964844,15996000
2024-07-26,155.36000061035156,155.50999450683594,145.61000061035156,149.0,8156200
2024-07-29,146.3800048828125,149.9499969482422,138.7100067138672,141.44000244140625,9603100
2024-07-30,140.72999572753906,142.07000732421875,129.10000610351562,132.9600067138672,11738900
2024-07-31,143.41000366210938,145.47999572753906,138.94000244140625,144.1699981689453,16513000
2024-08-01,128.7100067138672,134.8699951171875,118.18000030517578,121.51000213623047,31205200
2024-08-02,114.73999786376953,115.62999725341797,108.7300033569336,113.44999694824219,14670000
2024-08-05,98.5,113.5,96.66000366210938,110.44999694824219,15552600
2024-08-06,115.52999877929688,117.97000122070312,109.5,113.38999938964844,11425000
2024-08-07,117.80000305175781,120.08999633789062,106.52999877929688,107.08999633789062,13228500
2024-08-08,111.80000305175781,118.68000030517578,107.94000244140625,118.43000030517578,9931700
2024-08-09,118.9800033569336,120.29000091552734,115.7699966430664,117.0,6421300
2024-08-12,117.66000366210938,122.0,115.31999969482422,117.12999725341797,6345200
2024-08-13,119.69999694824219,125.69999694824219,118.30000305175781,123.79000091552734,8894400
2024-08-14,128.82000732421875,130.6999969482422,123.79000091552734,125.91999816894531,11101700
2024-08-15,129.75999450683594,132.0500030517578,128.42999267578125,130.44000244140625,8011300
2024-08-16,131.1999969482422,133.10000610351562,129.8000030517578,130.3000030517578,6100600
2024-08-19,130.6199951171875,132.44000244140625,126.29000091552734,132.30999755859375,6272100
2024-08-20,132.21499633789062,135.60000610351562,128.02000427246094,129.9499969482422,5847700
2024-08-21,131.41000366210938,131.4600067138672,127.79000091552734,131.1999969482422,6235300
2024-08-22,132.42999267578125,133.6300048828125,128.5500030517578,129.72000122070312,4736300
2024-08-23,130.0,138.0500030517578,129.74000549316406,135.6300048828125,7286800
2024-08-26,134.5050048828125,135.3000030517578,127.36000061035156,128.89999389648438,6042300
2024-08-27,127.46499633789062,131.6199951171875,125.48999786376953,131.1999969482422,4241400
2024-08-28,130.0,131.3000030517578,121.87999725341797,125.31999969482422,7388100
2024-08-29,125.5,134.94000244140625,125.37000274658203,131.92999267578125,9715200
2024-08-30,133.32000732421875,137.10000610351562,131.83999633789062,132.8800048828125,4763100
2024-09-03,129.86500549316406,130.38999938964844,122.04000091552734,123.73999786376953,6382500
2024-09-04,121.69999694824219,123.4000015258789,117.41999816894531,120.94999694824219,6041600
2024-09-05,118.80000305175781,124.46700286865234,118.62999725341797,123.08999633789062,4660200
2024-09-06,122.00399780273438,122.16500091552734,114.91000366210938,117.29000091552734,6770000
2024-09-09,122.63500213623047,126.23999786376953,120.08000183105469,125.54000091552734,7321500
2024-09-10,128.0449981689453,128.4669952392578,123.02200317382812,127.22000122070312,4896200
2024-09-11,129.1999969482422,140.6300048828125,128.1790008544922,140.32000732421875,11056800
2024-09-12,136.32000732421875,141.3800048828125,135.6999969482422,139.17999267578125,6990600
2024-09-13,142.0,149.92999267578125,141.3699951171875,147.3699951171875,10883300
2024-09-16,143.0,143.75999450683594,136.5500030517578,138.39999389648438,9734700
2024-09-17,140.39999389648438,142.5,136.27999877929688,136.83999633789062,5117900
2024-09-18,137.0,143.10000610351562,136.6999969482422,138.36000061035156,6306300
2024-09-19,144.99000549316406,147.4199981689453,140.13999938964844,140.58999633789062,7689000
2024-09-20,140.0,140.85000610351562,137.41000366210938,138.89999389648438,7362000
2024-09-23,139.9600067138672,143.60000610351562,139.8000030517578,141.72000122070312,4567100
2024-09-24,142.27999877929688,144.697998046875,139.72000122070312,143.3000030517578,4907700
2024-09-25,143.3000030517578,149.74000549316406,143.16000366210938,146.42999267578125,6406100
2024-09-26,152.0,152.38999938964844,144.0,149.16000366210938,7025500
2024-09-27,150.0,150.75,144.3000030517578,145.5800018310547,4375100
2024-09-30,140.9600067138672,145.0,140.6199951171875,143.00999450683594,4028300
2024-10-01,142.83999633789062,144.38999938964844,135.85000610351562,136.0800018310547,6028100
2024-10-02,136.61000061035156,139.3000030517578,132.8000030517578,137.02999877929688,3884400
2024-10-03,136.22999572753906,141.44000244140625,136.0,138.24000549316406,3035400
2024-10-04,141.1999969482422,142.0,137.60000610351562,140.5500030517578,3756700
2024-10-07,139.47999572753906,144.88999938964844,139.11000061035156,141.33999633789062,4763700
2024-10-08,141.55999755859375,144.25,140.8820037841797,143.60000610351562,3690500
2024-10-09,144.77000427246094,148.63999938964844,142.14999389648438,148.42999267578125,5476100
2024-10-10,146.24000549316406,152.0,145.02000427246094,149.3300018310547,4341700
2024-10-11,149.10000610351562,152.3000030517578,148.3000030517578,151.4600067138672,3399000
2024-10-14,153.10000610351562,164.16000366210938,153.10000610351562,161.82000732421875,9073300
2024-10-15,160.0,160.6199951171875,147.0,150.6699981689453,9584300
2024-10-16,154.0,155.1999969482422,151.29400634765625,152.5,5052100
2024-10-17,157.7100067138672,158.8000030517578,154.08999633789062,154.60000610351562,5960000
2024-10-18,155.56500244140625,155.74000549316406,151.9600067138672,153.02999877929688,3404400
2024-10-21,152.19500732421875,154.11300659179688,149.39999389648438,152.35000610351562,6025900
2024-10-22,150.4600067138672,152.94000244140625,149.8300018310547,152.5800018310547,2896000
2024-10-23,147.8000030517578,148.44000244140625,140.6999969482422,142.41000366210938,9708800
2024-10-24,143.3000030517578,143.58999633789062,138.39999389648438,141.0399932861328,5630300
2024-10-25,142.0,145.55999755859375,141.5,143.75,4425000
2024-10-28,145.0,152.5800018310547,144.1999969482422,150.02000427246094,5720600
2024-10-29,150.0,157.69000244140625,148.27999877929688,157.1699981689453,5317600
2024-10-30,152.5,155.47799682617188,150.47999572753906,154.39999389648438,3784800
2024-10-31,145.25999450683594,146.22999572753906,140.25,141.3000030517578,7431900
2024-11-01,144.1699981689453,146.77999877929688,140.6199951171875,141.47999572753906,4716100
2024-11-04,140.0,142.5,137.2899932861328,137.52999877929688,3263600
2024-11-05,139.0,141.3000030517578,138.3300018310547,140.64999389648438,3635000
2024-11-06,143.72999572753906,146.05999755859375,141.00999450683594,144.67999267578125,10774400
2024-11-07,140.0,154.64999389648438,139.50999450683594,150.64999389648438,16365100
2024-11-08,148.6999969482422,149.1199951171875,144.4199981689453,147.47999572753906,6469800
2024-11-11,145.9499969482422,145.9499969482422,138.6999969482422,141.96499633789062,7446100
2024-11-12,141.52000427246094,143.1199951171875,137.3000030517578,139.9199981689453,4307000
2024-11-13,139.57000732421875,140.53500366210938,135.07000732421875,135.08999633789062,4945300
2024-11-14,137.25,138.79200744628906,134.8000030517578,136.35000610351562,4069500
2024-11-15,133.1699981689453,133.3000030517578,126.80999755859375,128.72999572753906,7740300
2024-11-18,127.5,130.11000061035156,126.35600280761719,128.66000366210938,5706800
2024-11-19,128.5,133.6999969482422,127.88999938964844,133.05999755859375,4051600
2024-11-20,131.02000427246094,133.77000427246094,130.0760040283203,133.6999969482422,3913500
2024-11-21,136.25,138.1999969482422,131.1300048828125,133.13999938964844,4127600
2024-11-22,132.0,136.27000427246094,131.4499969482422,135.99000549316406,3330300
2024-11-25,138.6699981689453,142.24000549316406,138.08999633789062,139.67999267578125,4745700
2024-11-26,139.50999450683594,140.1999969482422,135.60000610351562,136.72000122070312,2605000
2024-11-27,134.85000610351562,135.35000610351562,129.60000610351562,133.3699951171875,5498100
2024-11-29,133.0399932861328,137.27999877929688,132.58999633789062,134.2899932861328,2491300
2024-12-02,134.1999969482422,141.39999389648438,134.1999969482422,140.33999633789062,5504000
2024-12-03,139.5,142.3000030517578,139.44000244140625,140.3800048828125,3954600
2024-12-04,142.5,144.5399932861328,141.05999755859375,141.3000030517578,2959800
2024-12-05,140.86000061035156,142.4600067138672,137.55999755859375,137.9499969482422,4769900
2024-12-06,138.14500427246094,142.4199981689453,136.6300048828125,140.88999938964844,3394700
2024-12-09,140.14999389648438,143.1999969482422,136.25999450683594,139.63999938964844,3491700
2024-12-10,138.64999389648438,140.72000122070312,135.8300018310547,137.2899932861328,2826200
2024-12-11,137.0,144.30999755859375,136.76499938964844,143.16000366210938,4473100
2024-12-12,142.0,150.0,140.6999969482422,148.0,7250000
2024-12-13,151.50999450683594,156.39999389648438,150.9499969482422,151.91000366210938,8140400
2024-12-16,153.0,153.0,142.0399932861328,145.0,6443800
2024-12-17,143.61000061035156,144.0,137.82000732421875,142.8000030517578,6373800
2024-12-18,143.5,146.63999938964844,134.34500122070312,136.55999755859375,4255500
2024-12-19,137.00999450683594,140.2100067138672,131.9499969482422,132.10000610351562,6153500
2024-12-20,129.66000366210938,135.7899932861328,128.30299377441406,132.14999389648438,5601400
2024-12-23,129.88999938964844,130.25,123.26000213623047,126.87000274658203,8531400
2024-12-24,127.45999908447266,133.11000061035156,127.19999694824219,131.7899932861328,3464200
2024-12-26,130.89999389648438,133.3000030517578,129.6300048828125,129.69000244140625,2520000
2024-12-27,128.9949951171875,130.25999450683594,126.69999694824219,129.1999969482422,2801600
2024-12-30,126.65499877929688,127.70999908447266,124.81999969482422,125.91000366210938,2719300
2024-12-31,125.5199966430664,126.54000091552734,123.11000061035156,123.36000061035156,2690200
2025-01-02,124.99500274658203,129.39999389648438,124.99500274658203,128.1999969482422,3747800
2025-01-03,129.63999938964844,141.4499969482422,129.51499938964844,141.0800018310547,7206800
2025-01-06,142.7899932861328,150.13999938964844,142.7899932861328,147.41000366210938,7056700
2025-01-07,147.83999633789062,148.4499969482422,140.1699981689453,144.3800048828125,5602800
2025-01-08,142.33999633789062,148.25,142.22999572753906,145.1999969482422,3418700
2025-01-10,140.8000030517578,141.8800048828125,138.02000427246094,140.49000549316406,3156700
2025-01-13,137.0,138.02000427246094,134.6300048828125,137.07000732421875,3343200
2025-01-14,139.78500366210938,143.1300048828125,138.0500030517578,140.05999755859375,3240300
2025-01-15,143.0,148.25,142.8249969482422,147.39999389648438,4849800
2025-01-16,148.24000549316406,150.00999450683594,144.22999572753906,147.52000427246094,4353400
2025-01-17,149.1999969482422,151.60000610351562,147.77000427246094,149.25999450683594,4217300
2025-01-21,149.85000610351562,156.9709930419922,147.00999450683594,155.1999969482422,6807500
2025-01-22,160.3699951171875,182.8800048828125,159.9499969482422,179.92999267578125,27244400
2025-01-23,170.38999938964844,170.38999938964844,162.5,166.55999755859375,16494400
